rank,title,release_year,duration,rate_type,star_rating,vote_count,transformed_title,platform,price
232, Hachi: A Dog's Tale,2009,1h 33m,U,8.1, (330K),hachi: a dog's tale,Amazon,3.49
232, Hachi: A Dog's Tale,2009,1h 33m,U,8.1, (330K),hachi: a dog's tale,AppleTV,3.49
232, Hachi: A Dog's Tale,2009,1h 33m,U,8.1, (330K),hachi: a dog's tale,YouTube,3.49
232, Hachi: A Dog's Tale,2009,1h 33m,U,8.1, (330K),hachi: a dog's tale,Rakuten TV,3.49
233, The Passion of Joan of Arc,1928,1h 50m,A,8.1, (66K),the passion of joan of arc,BFI Player,
234, Rush,2013,2h 3m,15,8.1, (538K),rush,Netflix,
234, Rush,2013,2h 3m,15,8.1, (538K),rush,YouTube,4.49
234, Rush,2013,2h 3m,15,8.1, (538K),rush,Amazon,3.49
234, Rush,2013,2h 3m,15,8.1, (538K),rush,AppleTV,3.49
234, Rush,2013,2h 3m,15,8.1, (538K),rush,Rakuten TV,3.49
234, Rush,2013,2h 3m,15,8.1, (538K),rush,Sky Store,3.49
234, Rush,2013,2h 3m,15,8.1, (538K),rush,Windows Store,2.49
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,Sky Go,
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,Now TV,
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,AppleTV,3.49
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,Amazon,3.49
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,Rakuten TV,3.49
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,YouTube,3.49
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,Sky Store,3.49
235, Stand by Me,1986,1h 29m,15,8.1, (467K),stand by me,Windows Store,2.49
236, My Father and My Son,2005,1h 52m,PG,8.2, (98K),my father and my son,,
237, The Iron Giant,1999,1h 26m,U,8.1, (247K),the iron giant,Amazon,3.49
237, The Iron Giant,1999,1h 26m,U,8.1, (247K),the iron giant,Rakuten TV,4.45
237, The Iron Giant,1999,1h 26m,U,8.1, (247K),the iron giant,Sky Store,3.49
237, The Iron Giant,1999,1h 26m,U,8.1, (247K),the iron giant,Windows Store,3.49
237, The Iron Giant,1999,1h 26m,U,8.1, (247K),the iron giant,AppleTV,3.49
237, The Iron Giant,1999,1h 26m,U,8.1, (247K),the iron giant,YouTube,3.49
238, A Silent Voice,2016,2h 10m,12A,8.1, (123K),a silent voice,AppleTV,1.99
238, A Silent Voice,2016,2h 10m,12A,8.1, (123K),a silent voice,Amazon,1.99
238, A Silent Voice,2016,2h 10m,12A,8.1, (123K),a silent voice,Windows Store,3.49
238, A Silent Voice,2016,2h 10m,12A,8.1, (123K),a silent voice,YouTube,3.49
239, Network,1976,2h 1m,AA,8.1, (180K),network,AppleTV,3.49
239, Network,1976,2h 1m,AA,8.1, (180K),network,Amazon,3.49
239, Network,1976,2h 1m,AA,8.1, (180K),network,Sky Store,3.49
239, Network,1976,2h 1m,AA,8.1, (180K),network,Chili,3.49
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,BFI Player,
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,Amazon,3.49
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,AppleTV,3.49
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,Sky Store,3.49
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,Chili,2.49
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,YouTube,3.49
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,Rakuten TV,2.99
240, The Handmaiden,2016,2h 25m,18,8.1, (190K),the handmaiden,Curzon Home Cinema,4.0
241, The Battle of Algiers,1966,2h 1m,X,8.1, (72K),the battle of algiers,Prime Video,
241, The Battle of Algiers,1966,2h 1m,X,8.1, (72K),the battle of algiers,BFI Player,
241, The Battle of Algiers,1966,2h 1m,X,8.1, (72K),the battle of algiers,Amazon,3.49
241, The Battle of Algiers,1966,2h 1m,X,8.1, (72K),the battle of algiers,Chili,3.49
241, The Battle of Algiers,1966,2h 1m,X,8.1, (72K),the battle of algiers,AppleTV,3.49
242, To Be or Not to Be,1942,1h 39m,U,8.1, (48K),to be or not to be,,
243, The Grapes of Wrath,1940,2h 9m,A,8.1, (106K),the grapes of wrath,AppleTV,3.49
243, The Grapes of Wrath,1940,2h 9m,A,8.1, (106K),the grapes of wrath,Amazon,3.49
243, The Grapes of Wrath,1940,2h 9m,A,8.1, (106K),the grapes of wrath,Sky Store,3.49
244, Into the Wild,2007,2h 28m,15,8.0, (682K),into the wild,Amazon,3.49
244, Into the Wild,2007,2h 28m,15,8.0, (682K),into the wild,AppleTV,3.49
244, Into the Wild,2007,2h 28m,15,8.0, (682K),into the wild,YouTube,3.49
244, Into the Wild,2007,2h 28m,15,8.0, (682K),into the wild,Rakuten TV,3.49
244, Into the Wild,2007,2h 28m,15,8.0, (682K),into the wild,Sky Store,3.49
245, Groundhog Day,1993,1h 41m,PG,8.0, (720K),groundhog day,Prime Video,
245, Groundhog Day,1993,1h 41m,PG,8.0, (720K),groundhog day,AppleTV,3.49
245, Groundhog Day,1993,1h 41m,PG,8.0, (720K),groundhog day,Amazon,3.49
245, Groundhog Day,1993,1h 41m,PG,8.0, (720K),groundhog day,YouTube,3.49
245, Groundhog Day,1993,1h 41m,PG,8.0, (720K),groundhog day,Rakuten TV,4.49
245, Groundhog Day,1993,1h 41m,PG,8.0, (720K),groundhog day,Windows Store,2.49
245, Groundhog Day,1993,1h 41m,PG,8.0, (720K),groundhog day,Sky Store,3.49
246, The Help,2011,2h 26m,12A,8.1, (515K),the help,Disney+,
246, The Help,2011,2h 26m,12A,8.1, (515K),the help,Amazon,3.49
246, The Help,2011,2h 26m,12A,8.1, (515K),the help,AppleTV,3.49
246, The Help,2011,2h 26m,12A,8.1, (515K),the help,Rakuten TV,3.45
246, The Help,2011,2h 26m,12A,8.1, (515K),the help,Windows Store,3.49
246, The Help,2011,2h 26m,12A,8.1, (515K),the help,Sky Store,3.49
247, I'm Still Here,2024,2h 17m,15,8.2, (114K),i'm still here,Amazon,4.49
247, I'm Still Here,2024,2h 17m,15,8.2, (114K),i'm still here,AppleTV,4.49
247, I'm Still Here,2024,2h 17m,15,8.2, (114K),i'm still here,Sky Store,4.99
248, Gangs of Wasseypur,2012,5h 21m,18,8.2, (109K),gangs of wasseypur,,
249, Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,1h 57m,15,8.2, (85K),demon slayer: kimetsu no yaiba - the movie: mugen train,,
250, Andhadhun,2018,2h 19m,12A,8.2, (110K),andhadhun,,
